##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;;;;;;;;;;X
##;§Y = 208,232,248;;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
ALLIANCE_ENTENTE;T. Entente;Triple Entente;Triplice Intesa;Triple Entente;Entente;Ententa;;Антанта;;;X
NPERSONALITY_FLAMBOYANT_TOUGH_GUY;Flamboyant Tough Guy;Gros dur extravagant;Duro eccentrico;Tipo duro extravagante;extravaganter Zдher Kerl;Twardziel;;Гибкий профессионал;;;X
NPERSONALITY_HAPPY_AMATEUR;Happy Amateur;Amateur heureux;Dilettante;Aficionado feliz;glьcklicher Dilettant;Szczкњciarz ignorant;;Беззаботный дилетант;;;X
NPERSONALITY_BACKROOM_BACKSTABBER;Backroom Backstabber;Traоtre sournois;Traditore;Apuсalador en la sombra;hinterfotziger Schleimer;Stary wyjadacz;;Тайный манипулятор;;;X
NPERSONALITY_SMILING_OILMAN;Smiling Oilman;Pйtrolier souriant;Petroliere;Magnate sonriente;lдchelnder Цlmagnat;Uњmiechniкty nafciarz;;Улыбчивый нефтяной магнат;;;X
NPERSONALITY_OLD_GENERAL;Old General;Vieux gйnйral;Vecchio generale;Antiguo general;alter General;Stary generaі;;Старый генерал;;;X
NPERSONALITY_OLD_ADMIRAL;Old Admiral;Vieil amiral;Vecchio ammiraglio;Antiguo almirante;alter Admiral;Stary admiraі;;Старый адмирал;;;X
NPERSONALITY_OLD_AIR_MARSHAL;Old Air Marshal;Vieux Gйnйral de corps aйrien;Vecchio maresciallo d’aviazione;Antiguo mariscal del aire;alter Luftgeneralleutnant;Stary marszaіek lotnictwa;;Старый маршал авиации ;;;X
NPERSONALITY_POLITICAL_PROTEGE;Political Protйgй;Protйgй politique;Protetto politico;Protegido polнtico;Politikprotege;Protegowany;;Скороспелый выдвиженец;;;X
NPERSONALITY_AMBITIOUS_UNION_BOSS;Ambitious Union Boss;Chef syndicaliste ambitieux;Sindacalista ambizioso;Jefe sindical ambicioso;ehrgeiziger Gewerkschaftsboss;Ambitny przywуdca zwi№zkowy;;Амбициозный профсоюзный босс;;;X
NPERSONALITY_CORPORATE_SUIT;Corporate Suit;Costume trois piиces;Uomo d’affari;Encorbatado;Krawattentrдger;Kapitalistyczny przedsiкbiorca;;Ставленник большого бизнеса;;;X
NPERSONALITY_OIL_BARON;Oil Baron;Magnat du pйtrole;Magnate del petrolio;Barуn del Petroleo;Цlbaron;Baron naftowy;;Нефтяной барон;;;X
NPERSONALITY_STEEL_MAGNATE;Steel Magnate;Magnat de l'acier;Magnate dell'acciaio;El magnate del acero;Stahlmagnat;Magnat przemysіu stalowego;;Стальной магнат;;;X
NPERSONALITY_INDUSTRIAL_CHEMIST;Industrial Chemist;Chimiste industriel;Chimico Industriale;Quнmico Industrial;Indutriechemiker;Chemik przemysіowy;;Химический промышленник;;;X
NPERSONALITY_MEDIA_MAGNATE;Media Magnate;Magnat des mйdias;Il magnate dei media;Magnate de los medios;Medienmogul;Magnat medialny;;Медиамагнат;;;X
NPERSONALITY_FOCH;Counterattack Genius;Gйnie de la contre-offensive;Genio del Contrattacco;Genio del contraataque;Spezialist fьr Gegenangriffe;Geniusz kontrataku;;Гений контратаки;;;X
NPERSONALITY_HINDENBURG;Popular Military Leader;Chef militaire populaire;Popolare capo militare;Lider Militar Popular;Populдrer Kommandeur;Sіawny wуdz wojskowy;;Популярный военный деятель;;;X
NPERSONALITY_CADORNA;Stubborn Disciplinarian;Tкtu disciplinaire;Testardo della disciplina;Obstinada disciplina;Sturer Paragraphenhengst;Uparty fanatyk dyscypliny;;Упрямый педант;;;X
NPERSONALITY_BRUSILOV;Innovative Offensive General;Gйnйral offensif innovant;Generale offensivo innovatore;General Ofensivo Innovador;Kreativer Angreifer;Innowacyjny generaі ofensywny;;Инициативный агрессивный генерал;;;X
NPERSONALITY_WILHELM_II;Benevolent Puppet Kaiser;Kaiser bienveillant;Kaiser benevolo fantoccio;Kaiser Titere Benevolente;Wohlwollender Marionettenherrscher;Їyczliwy marionetkowy Kaiser;;Великодушный кайзер-марионетка;;;X
NPERSONALITY_NICHOLAS_II;Despotic Autocrat;Despote autocrate;Autocrate Dispotico;Autocrata despotico;Despotischer Autokrat;Despotyczny autokrata;;Деспотичный Автократ;;;X
NPERSONALITY_CLEMENCEAU;The Tiger;Le Tigre;La Tigre;El Tigre;Der Tiger;Tygrys;;Тигр;;;X
NPERSONALITY_FRANZ_JOSEPH_I;Weary Old Emperor;Vieil empereur las;Vecchio Imperatore stanco;Emperador Viejo y Cansado;Amtsmьder Kaiser;Zmкczony stary cesarz;;Уставший старый император;;;X
NPERSONALITY_WILSON;Democratic idealist;Dйmocrate idйaliste;Idealista Democratico;Idealista Democrata;Demokratischer Idealist;Demokratyczny idealista;;Демократичный идеалист;;;X
DPERSONALITY_NONE;none;Aucun;nessuna;ninguna;nichts;Brak ;;нет;;;X
NPERSONALITY_GENERIC;Generic minister;Ministre gйnйrique;Ministro generico;Ministro generico;allgemeiner Minister;Minister jak wielu innych;;Компьютерный министр;;;X
DPERSONALITY_GENERIC;Used if no valid personality found;Utilisй quand il est impossible de trouver une personnalitй valide.;Usato se non и stata scelta una personalitа valida;Se utiliza si carece de personalidad vбlida;wird verwendet, wenn keine Persцnlichkeit ausgewдhlt wird.;Uїywany jeњli nie znaleziono odpowiedniej charakterystyki osobowoњci;;Используется, когда невозможно найти историческую личность.;;;X
NPERSONALITY_LOCAL_TYRANT;Local tyrant;Tyran local;Tiranno Locale;Tirano local;lokaler Tyrann;Lokalny tyran;;Местный деспот;;;X
DPERSONALITY_LOCAL_TYRANT;Local tyrant rules his nation with iron-fisted terror. Due to his nation's limited power he rarely supports expansionist acts - in fact, he often owes his power to foreign dictator - but as for centralizing all the power in his country to his own hands, there are no ways to avoid.;Un tyran local rиgne sur son pays par la terreur et avec une poigne de fer. En raison de la puissance limitйe de son pays, il soutient que rarement des actes expansionnistes - en fait, il doit souvent son pouvoir а un dictateur йtranger - mais qui ne peut pas centraliser tout le pouvoir de son pays pour ses propres mains.;Il tiranno locale governo la sua nazione con terrore brutale. A cause del potere limitato del suo paese, raramente supporta atti espansionistici – infatti, deve spesso il suo potere a potenze straniere – ma non ha opposizione nel concentrare tutto il potere della nazione nelle sue mani.;El tirano local lidera su nacion con mano de hierro. Debido al limitado poder de su naciуn que rara vez tiene voluntad expansionista - de hecho, a menudo le debe su poder a un dictador extranjero - pero no hay manera de evitar la centralizaciуn de todo el poder de su paнs en sus propias manos .;Lokaler Tyrann herrscht ьber seine Nation mit dem Eisen-Fisted Terror. Wegen der beschrдnkten Macht seiner Nation unterstьtzt er selten Expansionstaten, tatsдchlich verdankt seine Macht einem auslдndischen Diktator. Da aber die Macht bei ihm zentralisiert wird, gibt es kein Mittel in zu stьrzen.;Lokalny tyran rz№dzi swoim narodem przy uїyciu їelaznego terroru. Z uwagi na ograniczon№ siік swojego paсstwa rzadko zdobywa siк na akty ekspansjonizmu, faktycznie czкsto jego wіadza zaleїy od jakiegoњ zagranicznego dyktatora. Jeњli chodzi jednak o centralizacjк wіadzy w swoim wіasnym paсstwie, jego wszechwіadza jest nieunikniona.;;Местный деспот правит своим народом железной рукой террора. Из-за ограниченной силы своей страны он редко поддерживает экспансионистские действия - на самом деле, он часто обязан своей властью иностранному диктатору, - ибо для централизации всей власти в стране в своих руках иных способов нет.;;;X
DPERSONALITY_BIASED_INTELLECTUAL;The Biased Intellectual is a refined academic intellectual, whose scholarly work has biased his judgment of other countries and people. The Biased Intellectual is often arrogant and witty about those he dislikes but fawning and ingratiating towards those he likes.;L’intellectuel а prйjugйs est un universitaire trиs cultivй dont les travaux l'ont conduit а adopter une opinion dйdaigneuse sur les nations et les peuples voisins. Il se comporte gйnйralement de maniиre arrogante et vaniteuse avec les personnes qui lui sont antipathiques et adopte, au contraire, une attitude particuliиrement servile et mielleuse avec celles qui lui sont agrйables.;Quest'uomo и un raffinato accademico, i cui studi hanno generato in lui una serie di pregiudizi sulle altre nazioni e i popoli che le abitano. Spesso и arrogante e sarcastico con coloro che non apprezza, mentre и fin troppo ossequioso e sottomesso con le persone di cui ha stima.;Es un intelectual acadйmico cuyos estudios le han hecho tomar partido en su juicio de los restantes paнses y pueblos. El intelectual partidista suele mostrarse arrogante y ocurrente con los que desdeсa, y adulador y congraciador con los que aprecia.;Der Voreingenommene Intellektuelle ist ein raffinierter Akademiker, dessen Gelehrtentдtigkeit seine Urteilskraft gegenьber anderen Lдndern und Menschen beeintrдchtigt hat. Der Voreingenommene Intellektuelle verhдlt sich gegenьber Menschen, die er nicht mag so wie es ihm passt.;Stronniczy intelektualista jest њwietnie wyksztaіcony, jednak  akademicka praca wypaczyіa jego spojrzenie na њwiat. Czіowiek ten czкsto nadmiernie faworyzuje ludzi, ktуrych lubi i jest arogancki wobec osуb, do ktуrych їywi niechкж.;;Предвзятый интеллектуал - это утонченный интеллигент, чья научная работа предопределила предвзятое отношение к другим государствам и народам. Предвзятый интеллектуал ведет себя высокомерно и иронично по отношению к тем, кто ему не нравится, и заискивает перед теми, кто ему нравится.;;;X
DPERSONALITY_IDEOLOGICAL_CRUSADER;The Ideological Crusader views himself as a devoted proponent of his political system, but to others he is an extremist. If a Fascist, he judges all non-Fascists as weak and decadent. If a Democrat, he would rather lose a war than comply with any demands from a non-Democrat. If a Communist, he views Democrats as evil capitalists and Fascists as evil pseudo-capitalists. When it comes to ideology it is impossible to argue with him since he has already found his salvation.;Le croisй idйologique se considиre comme un fervent dйfenseur du systиme politique auquel il appartient mais semble plutфt un extrйmiste aux yeux de ses concitoyens. S’il est de tendance fasciste, il considиre que tous les anti-fascistes sont faibles ou dйcadents. S’il est au contraire dйmocrate, il prйfиre encore perdre une guerre que de se conformer aux dйsirs d’un anti-dйmocrate. Quant au croisй idйologique communiste, il estime que les dйmocrates sont des capitalistes malfaisants et les fascistes des pseudo capitalistes malfaisants. Il est impossible de dйbattre avec cet homme puisqu’il est certain d’avoir dйjа trouvй la voie du salut.;Quest'uomo vede se stesso come un devoto sostenitore del proprio sistema politico. Se и un fascista, giudica tutti gli altri come deboli e decadenti. Se democratico, preferirа perdere una guerra piuttosto che accontentare un regime. Se comunista, vede i democratici come malvagi capitalisti e i fascisti come... malvagi pseudo-capitalisti! Non и possibile discutere con lui di ideologia, poichй и convinto di aver giа trovato il sistema politico perfetto.;Se ve a sн mismo como un partidario devoto de su sistema polнtico, pero los demбs lo ven como un extremista. Si es un fascista, acusarб a todos los que no lo sean de dйbiles y decadentes. Si es un demуcrata, antes perderнa una guerra que plegarse a las exigencias de cualquiera que no lo sea. Si es un comunista, verб a los demуcratas como malvados capitalistas y a los fascistas como malvados pseudocapitalistas. En cuestiones de ideologнa es imposible discutir con йl, ya que ha visto la luz.;Der Ideologische Kreuzritter sieht sich selbst als ein leidenschaftlicher Anhдnger seines politischen Systems, erscheint aber in den Augen anderer als Extremist. Als Faschist sieht er alle Nicht-Faschisten als schwach und dekadent an. Als Demokrat wьrde er eher den Krieg verlieren als mit irgendwelchen Forderungen eines Nicht-Demokraten ьbereinzustimmen. Als Kommunist wьrde er die Demokraten als ьble Kapitalisten und die Faschisten als bцse Pseudo-Kapitalisten ansehen. Was die Ideologie betrifft argumentiert man besser nicht mit ihm, da er seine Rettung bereits gefunden hat.;Ideologiczny krzyїowiec widzi siebie jako oddanego zwolennika swojego kraju, jednak dla innych jest ekstremist№. Jeїeli jest faszyst№, reszta њwiata jest sіaba i dekadencka, jeїeli demokrat№ – raczej przegra wojnк niї zgodzi siк na niedemokratyczne procedury, jeїeli jest komunist№, postrzega innych jako krwioїerczych kapitalistуw. Nie moїna dyskutowaж z nim o ideologii, on juї znalazі jedyn№ sіuszn№ drogк.;;Идейный борец считает себя апологетом своей политической системы, однако по отношению к другим проявляет экстремистские наклонности. Если он фашист, то считает всех нефашистов слабаками и вырожденцами. Если он демократ, то скорее согласится проиграть войну, чем пояти на условия недемократов. Коммунист считает демократов проклятыми капиталистами, а фашистов - проклятыми псевдокапиталистами. Когда речь заходит об идеологии, с ним невозможно спорить, т.к. он уже решил для себя, в чем его спасение.;;;X
DPERSONALITY_APOLOGETIC_CLERK;The Apologetic Clerk is often a brilliant man, but either lacks inner strength or is so filled with doubt over the political system of his own country that he can seldom stay consistent. An Apologetic Clerk might also be a man who truly believes in the righteousness of his political system, but unfortunately also believes that the other side will win the war.;Le fonctionnaire irrйsolu est gйnйralement un homme brillant mais d’une grande inconsistance rйsultant de son manque de confiance en lui ou dans le systиme politique de son pays. Si tel n’est pas le cas, il peut йgalement кtre tout а fait certain de la justesse du systиme politique de son pays tout en йtant convaincu que le camp adverse est celui qui va remporter la guerre.;Quest'uomo и spesso brillante, ma privo di forza interiore, oppure и talmente dubbioso sul proprio sistema politico da non riuscire a essere coerente. Potrebbe anche credere sinceramente alla giustezza del proprio sistema, ma, sfortunatamente, и altrettanto convinto che la guerra sarа vinta dalla fazione opposta.;Suele ser un hombre brillante, pero bien es que carece de la suficiente fuerza interior o bien es que estб tan lleno de dudas sobre el sistema polнtico de su propio paнs que es excesivamente inconsecuente. Un funcionario indeciso tambiйn puede ser el que cree firmemente en la justicia de su sistema polнtico, pero desgraciadamente tambiйn cree que serб el otro bando el que ganarб la guerra.;Der zaghafte Angestellte ist oft ein brillanter Mann. Da es ihm jedoch an innerer Stдrke fehlt oder er voller Zweifel ьber das politische System seines eigenen Landes ist, bleiben seine Handlungen selten konsequent. Ein zaghafter Angestellter kann ebenfalls der Ansicht sein, dass sein politisches System das einzig wahre ist aber leider auch glauben, dass die andere Seite den Krieg gewinnen kann.;Pokorny urzкdnik to czкsto czіowiek bіyskotliwy, ale nie posiadaj№cy  wymaganej pewnoњci siebie,  peіen w№tpliwoњci, nie potrafi№cy utrzymaж staіego kierunku. Moїliwe , їe gікboko wierzy w sіusznoњж ustroju swojego paсstwa, lecz nie  jest pewien moїliwoњci odniesienia wojennego triumfu.;;Примиренец - прекрасный человек, однако ему либо не хватает внутренней силы, либо он настолько сомневается в политической системе своей страны, что ведет себя чрезвычайно непоследовательно. Но случается и так, что он может искренне верить в правильность политического режима своей страны и одновременно полагать, что другая сторона выиграет войну.;;;X
DPERSONALITY_IRON_FISTED_BRUTE;The Iron-Fisted Brute is a simple man who has risen through the ranks of the military or the party. He views the world in black and white: those who eat and those who are eaten. Often brutish and sometimes a sociopath, the Iron-Fisted Brute makes policies without remorse.;La brute est un homme plutфt simple qui doit son ascension sociale а ses exploits militaires ou а ses actions au sein du parti politique auquel il appartient. Il voit le monde en noir et blanc: ceux qui mangent et ceux qui se font manger ! Il est brutal, se montre parfois socialement inadaptй et prend ses dйcisions politiques sans aucun remord.;Questo и un uomo semplice, che ha fatto carriera grazie all'esercito o al partito. Divide le persone in due sole categorie: coloro che mangiano e coloro che sono mangiati. Spesso brutale (e a volte sociopatico), и privo di rimorsi.;Es un hombre sencillo que ha ido subiendo en escalafones, ya sea gracias a la jerarquнa militar o a la del partido. Ve el mundo en blanco y negro: estбn los que comen y los que son comidos. Casi siempre brutal y a veces sociуpata, el bestia con el puсo de hierro hace polнtica sin el menor remordimiento.;Der brutale Eisenfresser ist ein einfacher Mann, der seinen Aufstieg entweder dem Militдr oder der Partei zu verdanken hat. Er sieht die Welt in schwarzweiЯ: Fressen und gefressen werden ist sein Motto. Oft sehr rьde und manchmal soziopathisch veranlagt, ist der brutale Eisenfresser ein gewissenloser Politiker.;Okrutnik to prosty czіowiek, ktуry awansowaі dziкki swojej partii, lub pomocy wojska. Widzi њwiat w czerni i bieli, wyznaje zasadк 'poїerasz albo bкdziesz poїarty'. Czкsto jest brutalnym socjopat№, politykк uprawia bez їadnych wyrzutуw sumienia.;;Железный канцлер - простой человек, который поднялся на вершину при поддержке военных или какой-то политической партии. Он видит мир в черно-белых тонах, разделяя всех на тех, кто ест и на тех, кого едят. Часто очень жесток, иногда истеричен. Он не знает жалости в политике.;;;X
DPERSONALITY_GREAT_COMPROMISER;The Great Compromiser is an easy-going and amiable fellow liked by most. Often he is a sage-like old man and a professional diplomat with many years of service, tactful and experienced. He has the ability to forge lasting friendships and to bind the wills of many into one, striving towards the same goal.;L’as du compromis est un personnage aimable et facile а vivre, estimй de la plupart de ses concitoyens. C’est gйnйralement un homme aux allures de vieux sage, un diplomate avec de nombreuses annйes de mйtier а son actif, d’oщ son tact et sa grande expйrience du monde politique. Il est capable de tisser des liens amicaux durables et de faire converger les volontйs de plusieurs individus en une pensйe directrice commune.;Quest'uomo и garbato e accomodante, benvoluto da tutti. И un anziano saggio, con molti anni di servizio diplomatico alle spalle, pieno di tatto ed esperienza. Possiede l'abilitа di costruire amicizie durature e convogliare la volontа di molti su una persona, facendoli agire all'unisono per uno scopo comune.;Es un tipo afable y comprensivo al que todos aprecian. Con frecuencia es un anciano con aspecto de sabio y un diplomбtico de carrera, con muchos aсos de servicio a sus espaldas, prudente y experimentado. Tiene la habilidad de forjar amistades duraderas y encauzar las voluntades de muchos en una para alcanzar el mismo objetivo.;Der groЯe Kompromissler ist eine unbekьmmerte und liebenswьrdige Person und ist fast ьberall beliebt. Oft ist er ein weiser, alter Mann und professioneller, taktvoller Diplomat mit langjдhriger Erfahrung. Er hat die Fдhigkeit, dauerhafte Freundschaften zu knьpfen und verschiedene Meinungen in eine gemeinsame Richtung zu lenken. ;Czіowiek kompromisu to miіy i sympatyczny goњж lubiany przez wszystkich. Czкsto jest profesjonalnym dyplomat№, po wielu latach pracy, peіnym taktu, doњwiadczonym. Umie stworzyж trwaіe przyjaџnie, skierowaж wolк wielu ludzi ku jednemu, wspуlnemu celowi.;;Мастер компромисса - весьма добродушный человек, он умеет располагать к себе людей. Часто это мудрый, тактичный и опытный пожилой дипломат. Он умеет завязывать длительные дружеские отношения и объединять усилия политиков для достижения единой цели.;;;X
DPERSONALITY_GENERAL_STAFFER;The General Staffer is a former military man, perhaps a former teacher of strategy in the General Staff. He has now resettled in the field of Foreign Affairs, a subject that was always his 'hobby'. The General Staffer most likely follows his old military notion of politics and is focused on diplomacy through military might. However, by doing that, the General Staffer is often deemed a simple-minded man, lacking in imagination and boring.;Le gйnйral dirigiste est un ancien militaire ou professeur de l'йcole militaire qui s'est recyclй dans les affaires йtrangиres, son passe-temps favori. Sa vision de la politique obйit gйnйralement а des concepts militaires un peu dйsuets se fondant sur une diplomatie imposйe par les forces armйes. En agissant de la sorte, le gйnйral dirigiste passe souvent pour un homme simple d’esprit dйpourvu d'imagination et terriblement ennuyeux.;Quest'uomo и un ex militare, un insegnante di strategia dello staff. Ora si и riciclato nel campo degli affari esteri, che sono sempre stati un suo 'hobby'. Molto probabilmente in politica farа riferimento alle sue vecchie nozioni militari e gestirа le questioni diplomatiche ricorrendo spesso alla forza militare. Agendo in questo modo, si creerа la reputazione di persona inquadrata, prevedibile ed estremamente noiosa.;Un antiguo soldado o profesor en la academia militar, este personaje se ha reciclado en el campo de los asuntos exteriores, una materia que siempre habнa sido su 'hobby'. Es mбs que probable que el general de carrera siga con su antigua nociуn de la polнtica y aborde el tema de la diplomacia desde el poderнo militar. Sin embargo, al hacer eso suele ser tildado de paleto, carente de imaginaciуn y extremadamente aburrido.;Der Generalstabler ist ein ehemaliger Soldat, vielleicht sogar ein ehemaliger Strategielehrer des Generalstabs. Er ist nun ins AuЯenministerium gewechselt, einen Bereich, der schon immer sein 'Hobby' war. Der Generalstabler folgt in der Politik hцchstwahrscheinlich seiner alten Militдrauffassung und sieht die Diplomatie durch seine militдrische Brille. Der Generalstabler ist ein einfach gesinnter Mann, dem es an Vorstellungskraft fehlt und der deswegen extrem langweilig ist. ;Dawny szef sztabu to byіy wojskowy, byж moїe nauczyciel strategii w sztabie generalnym. Teraz przeniуsі siк na teren spraw zagranicznych, ktуre zawsze go pasjonowaіy. Najprawdopodobniej jego dawna wizja polityki nie ulegіa zmianie i wci№ї wierzy on w dyplomacjк opart№ na sile wojska. Przez to dawny szef sztabu jest uwaїany za prostaka, pozbawionego wyobraџni i  potwornie nudnego.;;Генштабист - это бывший военный либо преподаватель военной академии. Его всегда интересовала внешняя политика, и он перешел на службу в МИД. Он подходит к дипломатии как типичный военный и считает, что основа любой дипломатии – это военная сила. Однако это скучный и бесхитростный человек, которому зачастую не хватает воображения.;;;X
